#{"t_start": 1541189235.5067694, "env_id": "DartBlockPush-v0"}
r,l,t
-0.036365,3,161.989008
0.435078,3,162.545022
0.799849,3,163.129483
0.241554,3,163.744212
-0.054826,3,164.24576
0.452695,3,164.77294
0.181237,3,165.387858
0.543786,3,165.908118
-0.153535,3,166.434573
0.557414,3,167.029176
0.969557,3,167.549667
-0.048952,3,168.080877
0.393032,3,168.666963
0.885565,3,169.311382
0.486641,3,169.872383
0.069233,3,170.421217
0.459218,3,171.0657
0.635962,3,171.627813
0.138709,3,172.176182
0.631722,3,172.812824
0.448465,3,173.366605
0.520529,3,173.931005
0.351218,3,174.51758
0.516072,3,175.065772
0.563298,3,175.611562
0.70578,3,176.236529
0.564457,3,176.79782
-0.330828,3,177.335785
0.363832,3,177.954716
0.266663,3,178.458308
0.490208,3,179.013569
0.337604,3,179.532641
0.611047,3,180.123531
0.256668,3,180.654451
0.295793,3,181.212913
0.658154,3,182.372618
0.733428,3,182.906185
0.655113,3,183.442413
0.515715,3,184.035811
0.642838,3,184.615844
0.531279,3,185.150464
0.426664,3,185.793596
0.477475,3,186.334884
0.307091,3,186.941491
0.589464,3,187.565437
0.168393,3,188.101261
0.734142,3,188.618598
0.289663,3,189.245902
0.671175,3,189.78764
-0.00391,3,190.322201
-0.097218,3,190.94266
0.45002,3,191.456568
0.357113,3,192.004847
0.61369,3,192.514002
0.151366,3,193.141482
0.40086,3,193.679234
0.216324,3,194.219674
0.472387,3,194.822686
0.537757,3,195.370917
0.538882,3,195.920302
0.076188,3,196.530306
-0.052582,3,197.050952
-0.014608,3,197.59952
0.147052,3,198.246895
0.492886,3,198.800442
0.374164,3,199.302512
0.214644,3,199.883587
0.242358,3,200.450568
0.683729,3,200.996619
-0.223816,3,201.522766
-0.290826,3,202.126482
0.482952,3,202.653196
0.709855,3,203.197287
0.636859,3,203.809972
0.505478,3,204.385247
0.368658,3,204.92161
0.591222,3,205.516483
-0.042477,3,206.1009
0.460253,3,207.176002
0.069173,3,207.800764
0.554946,3,208.339839
0.658462,3,208.888359
0.379659,3,209.412215
0.446115,3,210.063832
0.60083,3,210.58055
0.131714,3,211.123525
0.43315,3,211.745918
0.326155,3,212.304904
0.984284,3,212.823306
0.859928,3,213.450299
0.551729,3,214.03124
0.322589,3,214.560456
0.140481,3,215.163503
0.887899,3,215.681246
-0.035623,3,216.247552
0.646906,3,216.779116
0.782809,3,217.381425
0.099848,3,217.919752
0.522276,3,218.497823
0.957317,3,219.118252
0.686397,3,219.64731
0.306008,3,220.184554
0.151541,3,220.803979
0.199444,3,221.356795
0.562774,3,221.876771
0.609097,3,222.485015
0.086586,3,223.02782
0.615358,3,223.553536
0.417984,3,224.160911
0.389501,3,224.716645
0.547423,3,225.210935
0.389367,3,225.811142
0.586213,3,226.368024
0.007177,3,226.904503
0.053412,3,227.493083
-0.006018,3,228.031121
0.644701,3,228.55176
0.671769,3,229.087425
0.172666,3,229.705997
0.072733,3,230.224421
0.653668,3,230.770268
0.62977,3,231.890339
-0.130138,3,232.441102
0.285568,3,233.000804
0.395957,3,233.601721
0.404058,3,234.15246
0.412448,3,234.664361
0.480119,3,235.284597
0.143508,3,235.808806
0.4287,3,236.328824
0.601439,3,236.930382
0.213986,3,237.495878
0.279044,3,237.9996
0.896919,3,238.633756
0.02276,3,239.222679
0.559207,3,239.772697
0.658783,3,240.325354
0.521024,3,240.924994
0.592942,3,241.459882
0.595782,3,242.001776
0.610635,3,242.589856
0.351965,3,243.136983
0.392882,3,243.65358
0.464644,3,244.229442
0.5606,3,244.800672
0.654776,3,245.357256
0.932319,3,245.946588
0.241148,3,246.466448
0.699443,3,246.990077
0.054422,3,247.605195
0.666625,3,248.15594
-0.156591,3,248.696743
0.430285,3,249.280799
0.593935,3,249.840275
0.688535,3,250.352231
0.58573,3,250.949259
0.096856,3,251.48785
0.763901,3,252.008035
0.484234,3,252.550351
0.179911,3,253.154812
0.705903,3,253.687566
0.193663,3,254.248134
0.572021,3,254.848406
0.568224,3,255.858647
-0.063966,3,256.399586
0.669368,3,257.011704
0.420929,3,257.576564
0.514599,3,258.097279
0.159521,3,258.730935
0.913751,3,259.26248
0.564041,3,259.803185
0.459545,3,260.400194
-0.083456,3,260.942394
0.050605,3,261.486228
0.42781,3,262.12704
0.315789,3,262.657503
-0.307574,3,263.180907
0.462229,3,263.807056
0.718883,3,264.322562
0.131746,3,264.846445
0.562872,3,265.369091
0.687237,3,265.947855
0.169456,3,266.476379
0.529174,3,267.045171
0.550785,3,267.674069
-0.100158,3,268.194992
0.411088,3,268.735087
0.114418,3,269.332041
0.200432,3,269.92625
0.391997,3,270.521576
0.150368,3,271.149799
0.757537,3,271.668648
0.07122,3,272.241373
0.297136,3,272.805786
0.259358,3,273.429293
0.143559,3,274.005272
0.141829,3,274.576279
0.775123,3,275.183403
-0.071337,3,275.711925
0.694899,3,276.246074
0.713828,3,276.869722
0.529671,3,277.452456
0.505806,3,278.01951
0.133997,3,278.655259
0.614573,3,279.209722
0.410989,3,279.756134
0.774713,3,280.874939
0.626968,3,281.408235
0.596313,3,282.00166
0.192113,3,282.598017
0.108321,3,283.117231
0.915793,3,283.634224
0.103764,3,284.164868
0.75267,3,284.78784
0.358355,3,285.300594
-0.074222,3,285.83723
0.524806,3,286.450639
0.658388,3,286.979074
0.237372,3,287.520318
0.49013,3,288.182561
0.511558,3,288.746319
0.267531,3,289.318638
0.540771,3,289.99822
0.839038,3,290.57619
0.15409,3,291.109485
0.665989,3,291.634534
0.284505,3,292.245507
0.680725,3,292.828058
0.698429,3,293.387616
0.838501,3,294.023844
0.485666,3,294.615522
0.406677,3,295.132514
0.703402,3,295.770911
0.78189,3,296.325225
0.1815,3,296.883342
0.451549,3,297.477602
0.726335,3,297.992438
0.042218,3,298.539081
0.872101,3,299.138159
0.123016,3,299.668098
0.655864,3,300.212782
0.228391,3,300.824451
0.113425,3,301.377609
0.149306,3,301.895698
0.149684,3,302.483083
0.161696,3,303.007592
0.321254,3,303.522652
0.557663,3,304.092938
0.710179,3,304.692259
0.445709,3,305.846296
0.482526,3,306.441557
0.563009,3,307.154475
0.623691,3,307.692938
0.709465,3,308.285402
0.124913,3,308.912086
-0.031521,3,309.481756
0.432949,3,310.076596
0.056919,3,310.664659
0.140194,3,311.265733
0.407318,3,311.795976
0.04507,3,312.354666
0.605568,3,312.949
0.134736,3,313.555996
0.826722,3,314.130483
0.236536,3,314.733067
0.501968,3,315.284311
0.431721,3,315.809612
0.671996,3,316.459844
0.344391,3,317.004389
0.532647,3,317.549617
0.188459,3,318.138119
0.206196,3,318.701005
0.317712,3,319.233897
0.723936,3,319.833648
0.200722,3,320.387688
0.585136,3,320.927135
0.295406,3,321.578548
0.519228,3,322.166435
0.513878,3,322.741839
0.014575,3,323.272216
0.641543,3,323.879414
0.454047,3,324.410164
0.128665,3,324.985368
0.5625,3,325.603379
0.535056,3,326.152832
0.720665,3,326.743113
0.591424,3,327.361368
0.305474,3,327.888487
0.454411,3,328.416068
0.774186,3,329.040963
0.120371,3,329.60971
0.382494,3,330.740896
0.820996,3,331.325266
0.368629,3,331.879494
0.800465,3,332.480889
0.180775,3,333.029308
0.080878,3,333.653778
0.211349,3,334.190638
0.730327,3,334.732717
0.535264,3,335.348156
0.342404,3,335.893747
0.365577,3,336.408939
0.508183,3,337.041554
0.21715,3,337.604958
0.847537,3,338.232193
0.431244,3,338.838256
0.615165,3,339.376641
0.205305,3,339.921284
0.45241,3,340.562868
0.486358,3,341.143881
0.139001,3,341.697925
0.203896,3,342.224388
0.429329,3,342.843593
0.856535,3,343.360072
0.171074,3,343.932524
0.537503,3,344.545691
0.400385,3,345.071487
0.618502,3,345.611664
0.177726,3,346.228251
0.290251,3,346.769362
0.883608,3,347.304173
0.698061,3,347.952176
0.546853,3,348.472253
0.431546,3,348.995972
0.104389,3,349.584695
0.318063,3,350.083942
0.589297,3,350.589744
0.694954,3,351.133947
0.628707,3,351.757879
0.659708,3,352.309358
0.251883,3,352.871022
0.577081,3,353.459402
0.216101,3,354.001827
-0.044353,3,354.563177
0.511528,3,355.705783
0.3073,3,356.282184
0.630087,3,356.842555
0.710394,3,357.490645
0.641535,3,358.076739
0.066305,3,358.621261
0.348977,3,359.268091
0.042735,3,359.810224
0.53772,3,360.385692
0.540386,3,361.039567
0.339329,3,361.583901
0.321678,3,362.129455
0.423149,3,362.700942
0.591599,3,363.314553
0.304994,3,363.860621
0.205596,3,364.422864
0.315,3,365.068948
-0.324358,3,365.589733
0.574315,3,366.174649
0.684703,3,366.807663
0.143378,3,367.358526
0.446317,3,367.907339
0.086017,3,368.515744
0.179275,3,369.040027
0.456787,3,369.606797
0.39366,3,370.216807
0.698419,3,370.759778
0.745452,3,371.286696
-0.07179,3,371.826955
0.610994,3,372.439567
-0.183717,3,372.997462
0.160106,3,373.584882
0.606711,3,374.198829
0.519496,3,374.734113
0.486355,3,375.27844
0.20317,3,375.877678
0.504047,3,376.407579
0.099527,3,376.930308
0.359957,3,377.551376
0.783585,3,378.100935
0.459987,3,378.634647
0.254762,3,379.219635
0.812148,3,379.756517
0.5718,3,380.888161
0.429035,3,381.439462
0.319458,3,382.058579
0.700462,3,382.591723
0.158149,3,383.219755
-0.143626,3,383.838232
0.002292,3,384.392245
0.450074,3,384.915805
0.895142,3,385.518635
0.316171,3,386.044051
0.435744,3,386.558537
0.723247,3,387.173044
0.449567,3,387.685531
0.443216,3,388.225843
0.712618,3,388.815499
0.861587,3,389.385029
0.611417,3,389.921455
0.26261,3,390.536662
0.397147,3,391.10521
0.295872,3,391.683784
0.430887,3,392.271777
0.166456,3,392.883503
0.154065,3,393.4127
0.482329,3,393.978684
0.973395,3,394.594643
0.593827,3,395.110048
-0.17797,3,395.631845
0.356629,3,396.248916
0.140584,3,396.803416
0.700592,3,397.371523
0.458015,3,398.017566
0.745545,3,398.556994
0.940611,3,399.129854
0.833681,3,399.752368
0.265792,3,400.315579
0.760191,3,400.831131
0.875843,3,401.368354
0.026823,3,401.982584
0.256536,3,402.547438
0.66458,3,403.074471
0.372355,3,403.67484
0.284137,3,404.202104
0.060584,3,405.276074
0.266144,3,405.898174
0.772837,3,406.47392
0.689132,3,407.03139
-0.101765,3,407.667758
0.795772,3,408.185423
0.45327,3,408.790627
0.706412,3,409.512192
0.681053,3,410.164295
0.416073,3,410.734569
0.26329,3,411.428239
0.211153,3,412.066921
0.110077,3,412.614322
0.579607,3,413.220106
0.120121,3,413.726198
0.69654,3,414.247373
0.110725,3,414.791436
0.148776,3,415.437472
0.067361,3,415.952893
-0.06588,3,416.475118
0.820118,3,417.070354
0.01992,3,417.632225
0.781199,3,418.199036
0.764631,3,418.827226
0.776334,3,419.346416
0.214485,3,419.869652
0.103306,3,420.4795
0.351753,3,421.013461
0.671563,3,421.557891
0.088104,3,422.188368
0.597142,3,422.762573
0.421986,3,423.285871
0.322339,3,423.803782
0.278828,3,424.385498
0.32458,3,424.887072
0.457953,3,425.433304
0.700791,3,426.029555
0.479164,3,426.599629
0.231503,3,427.140933
0.567905,3,427.756915
0.463553,3,428.284481
0.816518,3,428.788568
0.511107,3,429.422135
0.834017,3,430.508296
0.100137,3,431.050667
0.542026,3,431.591194
0.675377,3,432.229192
0.521045,3,432.762679
0.184173,3,433.329335
0.680099,3,433.954782
0.30805,3,434.477503
0.595708,3,435.002973
0.551131,3,435.601157
0.445056,3,436.151889
-0.2904,3,436.682885
0.325435,3,437.287703
0.543309,3,437.863595
0.661588,3,438.408714
-0.095025,3,439.002979
0.798243,3,439.544972
0.321254,3,440.123358
0.597749,3,440.662961
0.527888,3,441.293013
0.591986,3,441.84391
0.42457,3,442.408809
0.372459,3,443.030322
0.534085,3,443.557556
0.887301,3,444.153075
0.588773,3,444.751438
0.452163,3,445.275256
0.593854,3,445.838339
0.604742,3,446.483535
0.671924,3,446.993711
-0.007894,3,447.552166
0.36792,3,448.172832
0.398685,3,448.696214
0.796685,3,449.214386
-0.100232,3,449.827206
0.200852,3,450.385695
0.092208,3,450.916188
0.61623,3,451.518492
0.55158,3,452.091508
0.391976,3,452.6813
0.775612,3,453.258102
0.384246,3,453.9434
0.410677,3,454.47459
0.622975,3,455.539008
0.466773,3,456.159039
0.032645,3,456.7229
0.058661,3,457.290034
0.306472,3,457.913462
0.526733,3,458.440751
0.800467,3,458.99227
0.620824,3,459.590568
0.895104,3,460.162758
0.853427,3,460.735838
0.105156,3,461.331842
0.235765,3,461.885949
0.524534,3,462.412319
0.658058,3,462.967835
-0.061296,3,463.571494
0.779261,3,464.104602
0.098988,3,464.648618
-0.008191,3,465.279149
0.024,3,465.831038
0.81048,3,466.4139
0.146028,3,467.019333
0.478344,3,467.588975
0.522662,3,468.148009
0.417797,3,468.729856
0.445465,3,469.260339
0.231301,3,469.816871
0.413432,3,470.347609
0.493272,3,470.970051
0.272658,3,471.471229
0.277046,3,472.013146
0.243623,3,472.666036
0.648373,3,473.255059
0.490835,3,473.771335
0.55196,3,474.444189
0.2905,3,475.012551
0.606659,3,475.528363
0.573724,3,476.128569
0.558685,3,476.636826
0.264257,3,477.197722
0.523437,3,477.824019
0.135127,3,478.370581
0.527219,3,478.929107
0.688896,3,480.084507
0.369463,3,480.605197
0.402986,3,481.17223
-0.064846,3,481.7569
0.467446,3,482.358027
0.803823,3,482.933788
0.556723,3,483.475091
0.707867,3,484.087273
-0.032396,3,484.595473
0.548805,3,485.147066
0.434505,3,485.760653
0.866844,3,486.319746
0.592696,3,486.899511
0.635043,3,487.52489
0.481174,3,488.027937
0.287807,3,488.574497
0.445776,3,489.103327
0.66161,3,489.682132
0.869035,3,490.235719
0.823472,3,490.766136
0.105423,3,491.373408
0.060227,3,491.8877
0.368245,3,492.424344
0.287699,3,493.095406
0.616235,3,493.643665
0.768928,3,494.16786
0.485193,3,494.762445
0.222472,3,495.319939
0.974557,3,495.874214
0.034901,3,496.515502
0.610519,3,497.066438
0.338342,3,497.645321
0.543344,3,498.272531
0.607039,3,498.807964
0.562678,3,499.36179
0.322937,3,499.976123
0.460886,3,500.500947
0.16442,3,501.04279
0.377538,3,501.587919
0.746082,3,502.193627
0.290026,3,502.715437
0.503226,3,503.22977
0.642103,3,503.867638
0.407192,3,504.957272
0.347955,3,505.510991
0.182827,3,506.123557
0.287142,3,506.635551
0.1871,3,507.170302
0.559426,3,507.813977
0.755547,3,508.339468
0.46473,3,508.854528
0.570602,3,509.477629
0.479733,3,510.023342
0.331018,3,510.558647
0.120325,3,511.175393
0.501999,3,511.711422
0.730447,3,512.245535
0.670581,3,512.901811
0.159243,3,513.449592
0.535721,3,513.979425
0.520319,3,514.538043
0.370811,3,515.16723
0.826185,3,515.697528
0.462403,3,516.23267
0.333585,3,516.848261
0.034114,3,517.417463
0.146362,3,517.925674
0.544189,3,518.514405
0.731662,3,519.037105
0.614496,3,519.618989
0.251285,3,520.245914
0.849894,3,520.7862
0.346127,3,521.347884
0.44784,3,521.94948
0.235367,3,522.485867
0.310923,3,523.029736
0.237949,3,523.685294
0.398059,3,524.216056
0.320231,3,524.81438
0.123233,3,525.414735
0.451984,3,525.957268
0.559078,3,526.459348
0.969885,3,526.968564
0.634752,3,527.565612
0.801753,3,528.133992
0.251997,3,528.683983
0.680506,3,529.879879
0.54985,3,530.42153
0.620722,3,530.959052
0.485218,3,531.57666
0.795668,3,532.130139
0.488554,3,532.69768
0.059867,3,533.331995
0.467694,3,533.867325
0.220419,3,534.379475
0.426389,3,534.91008
0.399252,3,535.498784
0.802924,3,536.016034
0.451171,3,536.570455
0.43266,3,537.179794
0.508547,3,537.716586
0.570372,3,538.241255
0.45224,3,538.82448
0.460449,3,539.358579
0.756085,3,539.918516
0.463574,3,540.550149
0.665816,3,541.202226
0.513151,3,541.760745
0.399941,3,542.351212
0.557387,3,542.918578
0.68346,3,543.430486
0.665411,3,543.97258
0.150635,3,544.61917
0.095429,3,545.138971
-0.203335,3,545.687668
0.323294,3,546.319276
0.547721,3,546.859506
0.729041,3,547.410424
-0.042285,3,548.048586
0.069911,3,548.578474
0.315663,3,549.115772
0.280316,3,549.746574
0.354728,3,550.278066
0.316789,3,550.837841
0.468833,3,551.463483
0.225637,3,551.984324
0.479,3,552.50774
0.468263,3,553.010574
0.555472,3,554.1002
0.511319,3,554.634554
0.020501,3,555.185455
0.411431,3,555.764367
0.394473,3,556.297268
0.640543,3,556.845127
0.153446,3,557.448446
0.665089,3,557.954159
0.197196,3,558.493403
0.399073,3,559.083228
0.638963,3,559.625357
0.913496,3,560.170832
0.475222,3,560.775441
0.686173,3,561.321811
0.009356,3,561.842543
0.82717,3,562.388521
0.813079,3,563.026973
0.582732,3,563.576
0.042421,3,564.176317
-0.068603,3,564.774201
0.359772,3,565.316042
0.927567,3,565.854081
0.836219,3,566.43418
0.574217,3,567.043701
0.029762,3,567.562176
0.283675,3,568.174832
0.556638,3,568.710535
0.673147,3,569.256803
0.596777,3,569.860922
0.288411,3,570.40493
0.131112,3,570.916926
0.590669,3,571.51403
0.017579,3,572.10271
0.052364,3,572.621164
0.715566,3,573.170949
0.157487,3,573.770192
0.472479,3,574.315734
0.638176,3,574.86472
0.632358,3,575.493964
0.824066,3,576.040404
0.163357,3,576.554687
0.935639,3,577.162629
0.546839,3,577.6847
0.655381,3,578.736994
0.429655,3,579.335942
0.452981,3,579.872187
0.423668,3,580.411207
0.503229,3,581.038538
0.318928,3,581.591458
0.24105,3,582.097666
0.50615,3,582.653059
-0.05482,3,583.26
-0.029475,3,583.784027
0.595741,3,584.299432
0.497242,3,584.906347
0.133801,3,585.46482
0.785136,3,585.992379
0.362754,3,586.562648
0.614104,3,587.094004
0.083184,3,587.638932
0.392873,3,588.289804
0.251592,3,588.824947
0.364273,3,589.337231
0.221558,3,589.952944
0.042575,3,590.45529
0.503048,3,590.982011
0.389227,3,591.504997
0.667179,3,592.088542
0.470261,3,592.649126
0.478714,3,593.183429
0.294567,3,593.770836
0.521839,3,594.318922
0.584117,3,594.885235
0.803293,3,595.488282
0.834044,3,596.057856
0.49238,3,596.568622
0.144058,3,597.166789
0.695498,3,597.700382
0.534185,3,598.265361
0.40876,3,598.849504
0.376841,3,599.380245
0.855046,3,599.944089
0.970377,3,600.533768
0.506454,3,601.043915
-0.199859,3,601.556155
0.567945,3,602.083362
0.616971,3,603.21361
-0.104999,3,603.756314
0.01288,3,604.285836
0.070691,3,604.910691
0.163852,3,605.450151
0.585084,3,605.987228
0.409164,3,606.615997
0.470221,3,607.189586
0.947942,3,607.719699
0.286087,3,608.35578
0.029488,3,608.887776
0.396563,3,609.430163
0.354334,3,610.020256
0.797712,3,610.535465
-0.100139,3,611.031584
0.195546,3,611.640848
0.849947,3,612.192076
0.880927,3,612.763232
0.224278,3,613.280135
0.60388,3,613.895865
0.548781,3,614.444528
0.618655,3,614.988754
0.141167,3,615.604396
0.158072,3,616.122033
0.341394,3,616.647995
0.696452,3,617.240556
0.444636,3,617.847359
0.531541,3,618.401782
0.370931,3,619.019345
0.587876,3,619.53827
0.14762,3,620.110201
0.496806,3,620.74267
0.476157,3,621.269763
0.378626,3,621.815301
0.691194,3,622.419319
0.144454,3,622.948888
0.296402,3,623.460033
0.606049,3,623.997639
0.569885,3,624.591392
0.81172,3,625.101432
0.786672,3,625.625679
0.388272,3,626.226967
-0.29942,3,627.306971
0.756081,3,627.832226
0.453666,3,628.41439
0.548301,3,628.939589
0.275861,3,629.520214
0.084771,3,630.125589
0.433724,3,630.661515
0.840506,3,631.19605
0.24423,3,631.807857
0.383363,3,632.354016
0.194585,3,632.913186
0.943641,3,633.446852
-0.248289,3,634.059465
0.520227,3,634.620871
0.622099,3,635.176784
0.553624,3,635.808941
0.368789,3,636.335973
0.72321,3,636.923388
0.719766,3,637.499721
0.352945,3,637.996073
0.595177,3,638.515076
0.813567,3,639.11698
0.425012,3,639.625726
0.505537,3,640.178341
0.238392,3,640.780137
-0.186839,3,641.33733
0.685888,3,641.870865
-0.005174,3,642.438421
0.125336,3,643.048595
0.538925,3,643.57113
0.366927,3,644.08242
-0.012454,3,644.771384
0.387124,3,645.299853
0.14608,3,645.819759
0.893834,3,646.468772
0.663559,3,646.997867
0.430478,3,647.519156
0.525128,3,648.135783
0.363331,3,648.705429
0.0658,3,649.229423
0.472674,3,649.840632
0.259169,3,650.370395
0.197804,3,650.935195
0.096725,3,651.965022
0.728813,3,652.565607
0.332033,3,653.101074
0.053952,3,653.617368
0.475688,3,654.267064
0.420515,3,654.809212
0.646497,3,655.351847
0.537541,3,655.96529
0.586935,3,656.512082
0.712072,3,657.03675
0.164997,3,657.647837
0.313186,3,658.190178
0.541757,3,658.720813
0.598202,3,659.251504
0.342106,3,659.861523
-0.04499,3,660.393286
0.499041,3,660.910893
0.37709,3,661.50922
0.491724,3,662.085816
0.197945,3,662.645359
0.34889,3,663.263359
0.304286,3,663.787882
0.265496,3,664.314
0.031352,3,664.91981
0.261189,3,665.488565
0.725076,3,666.071272
0.029215,3,666.676794
0.003827,3,667.238054
0.495151,3,667.808184
0.532059,3,668.345531
0.627415,3,668.942128
0.536154,3,669.496976
0.028231,3,670.036203
0.067364,3,670.633497
0.224354,3,671.167327
0.55869,3,671.7051
-0.113276,3,672.342878
0.305954,3,672.872751
0.431954,3,673.432718
0.701853,3,674.122524
0.5103,3,674.670488
0.573926,3,675.21862
-0.039672,3,675.84715
0.806615,3,676.870454
