#{"t_start": 1541189235.4830322, "env_id": "DartBlockPush-v0"}
r,l,t
0.411342,3,199.645898
0.091254,3,200.266668
0.108727,3,200.825654
0.446821,3,201.337661
0.507206,3,201.943212
0.608828,3,202.487077
0.173275,3,203.029654
0.690427,3,203.610299
0.311871,3,204.188075
-0.006812,3,204.732944
0.684022,3,205.342949
0.303099,3,205.892
0.594147,3,206.98905
0.646426,3,207.532536
0.217897,3,208.152859
0.685355,3,208.689597
0.820626,3,209.239613
0.48871,3,209.878147
0.319753,3,210.418289
0.373069,3,210.951825
0.705443,3,211.561522
0.739014,3,212.098937
0.49681,3,212.654005
0.072625,3,213.253591
0.345043,3,213.816779
0.368784,3,214.389069
-0.118555,3,214.919755
0.051988,3,215.508931
0.661553,3,216.035474
0.688075,3,216.60738
0.329193,3,217.200603
0.56725,3,217.73571
-0.074276,3,218.269357
0.822294,3,218.93021
0.78202,3,219.463873
0.860572,3,220.014974
0.534176,3,220.619909
0.763546,3,221.188213
0.164673,3,221.707068
0.409677,3,222.310685
-0.005969,3,222.858724
0.720047,3,223.383915
0.775736,3,223.986112
0.609868,3,224.522134
0.150347,3,225.048414
0.440364,3,225.560799
0.436861,3,226.18587
0.501056,3,226.7323
0.331174,3,227.253171
0.450093,3,227.862158
0.57147,3,228.381433
0.905778,3,228.890841
0.907232,3,229.520021
0.046525,3,230.054651
0.288645,3,230.593862
0.624026,3,231.725519
0.440477,3,232.251273
0.725561,3,232.832662
0.801327,3,233.439747
0.510534,3,233.977996
0.605251,3,234.5024
0.514,3,235.036221
0.364991,3,235.623996
0.53223,3,236.160284
-0.033934,3,236.691422
0.355465,3,237.313795
0.615268,3,237.842691
0.896163,3,238.374034
0.946433,3,239.034338
0.497303,3,239.584785
0.617013,3,240.126846
0.327935,3,240.743432
0.887232,3,241.289421
0.538615,3,241.82606
0.62139,3,242.432073
0.505292,3,242.946687
0.01935,3,243.487211
0.648304,3,244.068994
0.63293,3,244.593179
0.302799,3,245.18046
0.485603,3,245.783301
0.584805,3,246.282352
0.202439,3,246.812464
-0.047791,3,247.366051
0.535458,3,247.967739
0.745778,3,248.505888
-0.048406,3,249.054782
0.545856,3,249.649828
0.646569,3,250.176331
0.553899,3,250.70403
0.602764,3,251.299016
0.383829,3,251.829106
0.208575,3,252.376274
0.634844,3,252.980007
0.606085,3,253.519701
0.247187,3,254.046278
0.250347,3,254.683908
0.183341,3,255.202871
0.373171,3,256.212539
0.439298,3,256.827332
0.408431,3,257.378742
0.714162,3,257.930708
0.248129,3,258.448493
0.087078,3,259.096005
0.439659,3,259.62184
0.159624,3,260.160345
0.029731,3,260.763457
0.312255,3,261.298603
0.860745,3,261.862498
0.650016,3,262.467034
0.249085,3,263.001783
0.559939,3,263.557348
0.347426,3,264.147254
0.666942,3,264.664916
0.743736,3,265.204575
0.655931,3,265.782978
0.64612,3,266.281859
0.314726,3,266.868123
0.154905,3,267.49771
0.899722,3,268.025816
0.676979,3,268.558857
0.317778,3,269.077044
0.308842,3,269.728895
0.7388,3,270.315254
0.512936,3,270.892095
0.564736,3,271.503287
0.510124,3,272.060262
0.414274,3,272.622308
0.600106,3,273.253183
0.964824,3,273.796821
0.873871,3,274.403542
0.404551,3,275.018374
0.545368,3,275.526853
0.958909,3,276.063013
0.826852,3,276.696664
0.387492,3,277.251054
0.603873,3,277.812943
0.50799,3,278.454498
0.488399,3,279.026027
0.412321,3,279.564595
-0.206045,3,280.613346
0.743814,3,281.237989
0.557111,3,281.802244
0.418701,3,282.342552
0.476811,3,282.942354
0.743229,3,283.462373
0.854579,3,283.995332
0.168471,3,284.605523
0.793001,3,285.131004
0.650367,3,285.658971
0.210311,3,286.290187
0.753744,3,286.802772
0.884298,3,287.331943
0.491022,3,287.99797
-0.135946,3,288.537938
0.569991,3,289.077432
0.296833,3,289.71755
0.329096,3,290.398604
0.591752,3,290.935139
0.079484,3,291.468887
0.671638,3,292.073467
0.782164,3,292.656008
0.288781,3,293.197937
0.049927,3,293.845075
0.814642,3,294.404832
0.798883,3,294.951326
0.656278,3,295.593777
0.419908,3,296.152325
0.117912,3,296.699026
0.714873,3,297.313675
-0.003476,3,297.822701
0.081368,3,298.347818
0.240477,3,298.896594
0.754119,3,299.502279
0.540322,3,300.038046
0.648814,3,300.573904
0.19721,3,301.185576
0.593694,3,301.727699
0.402524,3,302.236148
0.415915,3,302.832165
0.60031,3,303.361162
0.451398,3,303.902205
0.258662,3,304.522524
0.035086,3,305.624428
-0.006075,3,306.252983
0.372999,3,306.918848
0.120415,3,307.512553
0.308669,3,308.086285
0.539396,3,308.715096
0.630519,3,309.292406
0.535309,3,309.864556
0.467965,3,310.424505
0.620249,3,311.051984
0.425651,3,311.610309
0.44566,3,312.19065
0.505215,3,312.786614
0.354674,3,313.347602
0.464388,3,313.932472
0.138808,3,314.556938
0.412073,3,315.110695
0.407242,3,315.641071
0.67476,3,316.271006
0.152559,3,316.827316
0.259953,3,317.363312
0.002336,3,317.967744
0.172887,3,318.499336
0.731734,3,319.054762
0.287142,3,319.593712
0.837075,3,320.19924
0.60144,3,320.75069
0.287003,3,321.292969
0.840249,3,321.962466
0.343146,3,322.573158
0.729813,3,323.092349
0.575905,3,323.702314
0.161271,3,324.239982
0.753076,3,324.789765
0.835137,3,325.426971
0.51035,3,325.982428
0.487783,3,326.547651
0.361538,3,327.15475
0.506463,3,327.713957
0.381116,3,328.254041
0.812529,3,328.758349
0.787317,3,329.417726
0.14301,3,329.989151
0.646532,3,331.090774
0.000969,3,331.671608
0.540609,3,332.272962
-0.106109,3,332.862154
0.466872,3,333.450681
0.918305,3,334.008303
0.288152,3,334.554905
0.794036,3,335.162554
0.844412,3,335.717142
0.123007,3,336.230221
0.378247,3,336.865915
0.348372,3,337.416452
0.281816,3,338.030941
0.411707,3,338.668705
0.100287,3,339.186925
0.647116,3,339.733236
0.557985,3,340.288097
0.379881,3,340.921572
0.469204,3,341.512898
0.230202,3,342.033304
0.069244,3,342.647503
0.62281,3,343.189075
0.563042,3,343.767417
-0.347375,3,344.371313
0.004185,3,344.885125
0.40808,3,345.432802
0.520341,3,346.033376
0.668283,3,346.586781
0.536761,3,347.1277
0.595052,3,347.769834
0.840364,3,348.300561
0.561163,3,348.827739
0.571379,3,349.335723
0.681714,3,349.911781
0.319761,3,350.428411
0.546789,3,350.954878
0.327211,3,351.570958
-0.136053,3,352.107742
0.788847,3,352.667911
0.431891,3,353.298691
0.479499,3,353.81125
0.55219,3,354.34744
-0.204318,3,355.515933
0.516054,3,356.091446
0.414831,3,356.663823
0.597862,3,357.279426
0.881967,3,357.878226
0.123296,3,358.434419
-0.060068,3,359.00246
0.834589,3,359.63535
0.136965,3,360.18152
0.222099,3,360.763409
0.470963,3,361.410654
-0.189009,3,361.960253
0.187475,3,362.485477
0.031597,3,363.10619
0.402777,3,363.677696
-0.401779,3,364.231812
0.212753,3,364.854784
0.585219,3,365.413234
-0.410334,3,365.970476
0.369032,3,366.567209
0.315607,3,367.178066
0.129961,3,367.734339
0.791567,3,368.254075
0.114313,3,368.865494
0.521486,3,369.413449
-0.008986,3,369.96269
0.33254,3,370.555315
0.427,3,371.108846
0.476779,3,371.650415
0.623629,3,372.268476
0.354738,3,372.800297
0.629456,3,373.393624
0.376433,3,374.008236
0.723916,3,374.557796
0.628199,3,375.087738
0.711374,3,375.706867
0.640674,3,376.243772
0.458993,3,376.760441
0.176193,3,377.297255
0.858757,3,377.899178
0.659072,3,378.441162
0.248279,3,378.982539
0.360867,3,379.576956
0.752923,3,380.72171
0.012225,3,381.253389
-0.217485,3,381.89103
0.763959,3,382.40866
0.219621,3,382.998961
0.622794,3,383.66745
0.131257,3,384.202749
0.11766,3,384.733559
0.562424,3,385.350364
0.517994,3,385.868374
0.708542,3,386.386658
-0.204905,3,387.00086
0.558974,3,387.517437
0.427256,3,388.036828
0.275525,3,388.574891
0.746265,3,389.187798
0.858093,3,389.732561
0.344585,3,390.268188
0.629403,3,390.916544
0.462453,3,391.477394
0.406713,3,392.063386
0.84863,3,392.71821
0.70256,3,393.244852
0.599604,3,393.758659
0.311539,3,394.407414
0.69178,3,394.932945
0.453246,3,395.460671
0.459055,3,396.052834
0.167673,3,396.631428
0.018314,3,397.202797
0.484627,3,397.795592
0.453135,3,398.398255
0.508557,3,398.930395
0.947154,3,399.521914
0.703454,3,400.106729
0.657625,3,400.667714
0.444598,3,401.177131
0.619915,3,401.797991
0.309172,3,402.354932
0.684225,3,402.90047
0.443745,3,403.50373
0.342624,3,404.02899
-0.034228,3,404.564133
0.630409,3,405.697832
0.718405,3,406.281303
0.649412,3,406.84739
0.555805,3,407.475845
0.380922,3,408.018884
0.097787,3,408.570421
0.563443,3,409.214924
0.339114,3,409.936313
-0.3138,3,410.553347
0.277687,3,411.145078
0.133494,3,411.848107
-0.066103,3,412.422922
0.129663,3,412.964636
0.440075,3,413.561171
0.644975,3,414.082899
0.46284,3,414.596664
0.419046,3,415.242471
0.401497,3,415.785202
0.234809,3,416.305711
0.563936,3,416.890347
0.663011,3,417.456658
0.47422,3,417.991976
0.478901,3,418.649896
0.170451,3,419.174916
0.212491,3,419.702446
0.3819,3,420.310027
0.659751,3,420.828132
0.513209,3,421.365111
0.757344,3,421.937625
0.943353,3,422.584835
0.657521,3,423.112341
0.395911,3,423.631504
0.29896,3,424.223612
0.243463,3,424.721443
0.090613,3,425.246128
0.181207,3,425.857572
0.237973,3,426.369989
0.014223,3,426.967374
0.292603,3,427.567416
0.945858,3,428.115374
0.422172,3,428.630788
0.675836,3,429.158876
0.594381,3,430.320443
0.385434,3,430.872917
0.053397,3,431.419961
0.618717,3,432.016648
0.656293,3,432.581609
0.904782,3,433.13066
0.279552,3,433.772268
0.415359,3,434.307039
0.440611,3,434.821816
0.648734,3,435.359646
0.334724,3,435.964941
0.756558,3,436.516345
0.278158,3,437.021576
0.801954,3,437.669338
0.719248,3,438.224995
0.675305,3,438.763406
0.011825,3,439.36338
0.459173,3,439.929563
0.688545,3,440.496645
0.77088,3,441.128074
0.608804,3,441.646119
0.496508,3,442.206445
0.32983,3,442.828696
0.312412,3,443.36914
0.18675,3,443.944393
0.769656,3,444.572099
0.578267,3,445.101556
-0.065498,3,445.660421
0.344593,3,446.303908
0.446185,3,446.83018
0.369526,3,447.370864
0.512283,3,448.008942
0.146712,3,448.518134
0.702487,3,449.041304
0.077752,3,449.578043
0.15932,3,450.183199
0.215966,3,450.741837
-0.246494,3,451.278333
0.565008,3,451.905427
0.695577,3,452.490131
-0.101747,3,453.04343
0.363547,3,453.718618
0.586014,3,454.308656
0.567106,3,455.387676
0.411555,3,455.96666
0.373519,3,456.525425
0.535807,3,457.07202
0.707721,3,457.717837
0.239715,3,458.269322
0.534648,3,458.806444
0.498585,3,459.345369
0.706605,3,459.995941
0.386022,3,460.505097
0.546174,3,461.082274
-0.016807,3,461.692995
0.271558,3,462.231953
0.500775,3,462.796363
0.291589,3,463.390399
0.139721,3,463.92635
0.094415,3,464.465888
-0.247456,3,465.086002
0.451061,3,465.65908
0.69408,3,466.231715
-0.393983,3,466.838711
0.655751,3,467.40153
0.183245,3,467.946388
0.433433,3,468.493504
0.64078,3,469.079382
0.598625,3,469.656302
0.246216,3,470.165882
0.591292,3,470.806182
0.182325,3,471.310103
0.259858,3,471.831999
0.696436,3,472.473567
0.330095,3,473.027087
0.669149,3,473.600799
0.177347,3,474.272007
0.937898,3,474.804033
0.321881,3,475.353197
0.7503,3,475.958866
0.546498,3,476.475266
-0.069575,3,477.011653
0.855494,3,477.570904
0.611013,3,478.184689
0.354603,3,478.727291
0.522374,3,479.298647
0.81661,3,480.430155
0.418471,3,480.979948
0.73639,3,481.572253
0.474155,3,482.185509
0.412559,3,482.740763
0.632501,3,483.29021
0.290997,3,483.904191
0.279182,3,484.427391
0.521578,3,484.968004
-0.107389,3,485.498039
0.382596,3,486.138366
0.576235,3,486.695842
0.63248,3,487.269661
0.100647,3,487.864114
0.286309,3,488.39214
0.473243,3,488.93841
0.159961,3,489.523183
0.079596,3,490.072661
0.759387,3,490.596257
-0.243999,3,491.196037
0.49688,3,491.710958
0.347863,3,492.245523
0.23133,3,492.88834
0.392338,3,493.451634
0.511142,3,494.003317
-0.202014,3,494.585056
0.700485,3,495.134795
0.563034,3,495.690681
0.182365,3,496.251948
0.141821,3,496.862159
0.639686,3,497.447213
0.444014,3,498.021163
-0.17418,3,498.645394
0.179243,3,499.174568
0.325213,3,499.727445
0.241419,3,500.328922
0.289189,3,500.872549
0.106274,3,501.409453
0.504209,3,502.020967
0.590472,3,502.537395
0.470166,3,503.059858
0.398788,3,503.689226
0.490374,3,504.762075
0.348462,3,505.318464
0.520794,3,505.946055
0.597108,3,506.47075
0.426436,3,506.992644
0.245405,3,507.627423
0.453018,3,508.162048
0.505173,3,508.685108
0.744596,3,509.301442
0.317625,3,509.845131
0.444757,3,510.384281
0.374452,3,510.918128
0.533784,3,511.521917
0.276783,3,512.070146
0.637429,3,512.61745
0.520385,3,513.278958
0.6154,3,513.811636
0.477656,3,514.345346
0.389044,3,514.983922
0.234271,3,515.522971
0.536269,3,516.04222
0.366953,3,516.668364
0.240119,3,517.24435
0.233817,3,517.764817
0.3414,3,518.337841
0.498243,3,518.870118
0.50751,3,519.428928
0.641356,3,520.076141
0.463925,3,520.602563
0.61222,3,521.153382
0.157096,3,521.701316
-0.07739,3,522.307169
0.354966,3,522.858718
0.308429,3,523.423419
0.231631,3,524.035135
0.491566,3,524.624997
0.637797,3,525.157528
0.578345,3,525.782844
0.475373,3,526.298165
0.620767,3,526.807887
0.574204,3,527.399095
0.558676,3,527.934144
0.251982,3,528.491427
0.684893,3,529.710842
0.445982,3,530.243508
0.080174,3,530.788018
0.56696,3,531.325649
0.369794,3,531.939392
0.701407,3,532.519259
-0.110885,3,533.065332
0.616325,3,533.691192
0.416778,3,534.208454
0.066357,3,534.733063
0.289539,3,535.328717
0.36484,3,535.857591
0.316172,3,536.395851
0.748325,3,537.003693
0.698581,3,537.532176
0.095845,3,538.061245
-0.040719,3,538.647671
0.611786,3,539.184963
0.677321,3,539.730427
0.560957,3,540.298337
0.880096,3,541.004176
0.302964,3,541.58583
0.471393,3,542.10913
0.501248,3,542.722023
-0.095409,3,543.25593
0.272048,3,543.781521
0.174935,3,544.41186
0.853532,3,544.964718
0.657372,3,545.501456
0.880323,3,546.1307
0.684007,3,546.697916
0.401726,3,547.216825
0.60072,3,547.855703
0.512838,3,548.401737
0.787656,3,548.938542
0.645725,3,549.471408
0.508966,3,550.095086
0.793083,3,550.644153
0.451704,3,551.196289
0.609152,3,551.820455
0.25906,3,552.338595
0.130862,3,552.842614
0.526242,3,553.430114
0.845204,3,554.462649
0.395619,3,554.987965
0.594132,3,555.597177
0.465283,3,556.133857
0.588653,3,556.674232
0.567163,3,557.22019
-0.191405,3,557.800389
0.806431,3,558.32876
0.493301,3,558.83746
0.481425,3,559.438362
0.358987,3,559.987101
0.213983,3,560.518915
0.443982,3,561.144273
0.673319,3,561.659531
0.587168,3,562.204016
0.389296,3,562.83112
-0.173942,3,563.415286
0.361742,3,563.944841
0.858028,3,564.590483
0.146482,3,565.135853
0.51143,3,565.691353
0.028478,3,566.274463
0.671765,3,566.827788
0.403943,3,567.393345
0.698498,3,567.926361
0.616107,3,568.525196
0.279504,3,569.066587
0.007006,3,569.608529
0.191952,3,570.236433
0.539571,3,570.747491
0.724459,3,571.331108
0.438414,3,571.935055
0.049801,3,572.455414
0.201131,3,572.995221
0.344472,3,573.592761
0.846328,3,574.144467
0.66591,3,574.691544
0.303014,3,575.314045
0.47834,3,575.857457
0.289027,3,576.385036
0.466405,3,576.894141
0.645544,3,577.52309
-0.021355,3,578.566281
0.68686,3,579.09205
0.405472,3,579.700224
0.451195,3,580.234265
0.252805,3,580.760928
0.643139,3,581.407214
0.044136,3,581.921155
0.355358,3,582.457536
0.327182,3,583.071687
0.559162,3,583.612666
0.565,3,584.123088
0.612226,3,584.736054
0.415192,3,585.291591
0.490434,3,585.826553
0.361343,3,586.329695
0.219605,3,586.925016
0.042912,3,587.45733
0.222857,3,587.994667
0.214823,3,588.655838
0.646113,3,589.167669
0.498406,3,589.689791
0.5249,3,590.289018
0.481466,3,590.803977
0.817148,3,591.325154
0.558064,3,591.918231
0.538631,3,592.448343
0.734771,3,593.013885
0.851832,3,593.607136
0.59359,3,594.142597
0.402861,3,594.712287
0.75182,3,595.316688
0.81049,3,595.892962
0.647634,3,596.407786
0.453624,3,596.99574
0.596339,3,597.523876
0.179874,3,598.076915
0.2849,3,598.68137
0.184879,3,599.202991
-0.00912,3,599.75552
-0.0038,3,600.295229
-0.141349,3,600.892976
-0.064311,3,601.385408
0.810554,3,601.904968
0.324307,3,603.044036
0.453091,3,603.585958
0.448119,3,604.10606
0.694324,3,604.701424
0.521233,3,605.271959
0.286319,3,605.815562
0.299556,3,606.436629
0.33002,3,606.978965
0.229389,3,607.546034
-0.359273,3,608.101301
0.351175,3,608.719871
0.663429,3,609.252432
0.429767,3,609.778975
0.609568,3,610.372923
0.760701,3,610.867002
0.605304,3,611.392528
0.587684,3,611.996693
0.015676,3,612.568144
0.330428,3,613.10582
0.057185,3,613.725644
0.463626,3,614.276245
0.638512,3,614.829323
0.861373,3,615.442293
0.116093,3,615.951053
0.338847,3,616.478335
0.541274,3,617.063419
0.271741,3,617.671561
0.735251,3,618.213497
-0.157244,3,618.832224
0.264859,3,619.379267
0.451663,3,619.915608
0.25914,3,620.478374
0.467798,3,621.091519
-0.008991,3,621.624783
0.683747,3,622.179621
-0.130795,3,622.761292
0.65104,3,623.295407
0.348239,3,623.821241
0.38323,3,624.411587
0.163108,3,624.948069
0.55092,3,625.455506
0.738144,3,626.047014
0.742176,3,626.567239
0.164518,3,627.664605
0.774083,3,628.246825
0.656442,3,628.772113
0.202957,3,629.307706
0.832334,3,629.871826
0.835267,3,630.49836
0.14475,3,631.017495
0.682942,3,631.56777
0.876432,3,632.163506
0.831739,3,632.715265
0.26303,3,633.268763
0.384312,3,633.881911
0.091403,3,634.424427
0.308562,3,635.003623
0.627193,3,635.619996
0.220499,3,636.147335
0.153965,3,636.742691
0.361027,3,637.33926
0.761834,3,637.830263
0.408197,3,638.350732
-0.215564,3,638.864741
0.293809,3,639.464722
0.585995,3,639.985588
0.851398,3,640.536736
0.044425,3,641.151412
0.174678,3,641.703512
0.048139,3,642.26079
0.130691,3,642.860917
0.305779,3,643.406915
0.449406,3,643.908506
0.06082,3,644.549239
0.707589,3,645.136043
0.2268,3,645.647604
0.414759,3,646.273654
0.681476,3,646.822207
0.561945,3,647.346023
0.48239,3,647.894021
0.764433,3,648.493024
0.182548,3,649.061619
0.346536,3,649.600686
0.345013,3,650.197949
0.733645,3,650.73931
0.717422,3,651.790989
0.653632,3,652.408278
0.278302,3,652.939765
0.613375,3,653.435591
0.090767,3,654.054826
0.757108,3,654.634853
0.630325,3,655.17146
-0.001016,3,655.778167
0.52604,3,656.315932
0.126909,3,656.865488
0.420703,3,657.383727
0.629947,3,658.013958
0.254966,3,658.553841
-0.04103,3,659.070258
0.430598,3,659.680596
0.335811,3,660.228846
0.740459,3,660.751046
0.170142,3,661.344528
0.634673,3,661.881632
0.149077,3,662.453727
0.831694,3,663.074746
0.473246,3,663.606794
0.250988,3,664.130687
0.535017,3,664.684026
0.229214,3,665.290929
0.61597,3,665.886246
0.666243,3,666.438589
0.460164,3,667.065661
0.904053,3,667.624304
0.800072,3,668.172873
0.225015,3,668.780792
0.545136,3,669.325921
0.171521,3,669.871005
0.555558,3,670.460767
0.892633,3,670.977864
0.316534,3,671.522897
0.490197,3,672.151081
0.326488,3,672.700882
0.464896,3,673.258556
0.559058,3,673.817957
-0.215265,3,674.48818
0.62144,3,675.021633
0.13795,3,675.569983
-0.02752,3,676.702126
