#{"t_start": 1541189235.4604826, "env_id": "DartBlockPush-v0"}
r,l,t
-0.228531,3,187.146823
-0.143839,3,187.770454
0.295271,3,188.275403
0.613567,3,188.794644
0.196282,3,189.421331
0.420541,3,189.96243
0.432363,3,190.510009
0.468906,3,191.116986
0.217946,3,191.63592
0.508155,3,192.177745
0.026521,3,192.79062
0.773111,3,193.32075
0.433196,3,193.853997
0.353185,3,194.403587
0.2395,3,195.019417
-0.128636,3,195.558738
0.160559,3,196.117057
0.156405,3,196.703158
0.903366,3,197.237102
0.687204,3,197.798357
0.391051,3,198.440797
-0.43053,3,198.975718
0.252015,3,199.46884
0.176578,3,200.083279
0.72421,3,200.645767
0.648599,3,201.16589
0.222756,3,201.765513
0.593907,3,202.297857
0.767405,3,202.839708
-0.301709,3,203.43387
0.765776,3,204.007642
0.359382,3,204.562907
0.572157,3,205.104644
0.887458,3,205.696514
0.431106,3,206.299232
0.264262,3,207.347141
0.593857,3,207.981395
0.056793,3,208.520223
0.426598,3,209.067724
0.574904,3,209.700457
0.509279,3,210.244419
0.468748,3,210.757254
0.767465,3,211.295403
0.676423,3,211.931061
0.458046,3,212.492657
0.402808,3,212.996803
0.634095,3,213.644295
0.08868,3,214.218552
0.63422,3,214.732842
0.627489,3,215.333172
0.495981,3,215.870938
0.476016,3,216.417631
0.532563,3,217.037023
0.503453,3,217.556144
0.496367,3,218.087176
0.213701,3,218.742237
0.749165,3,219.291155
0.597414,3,219.847047
0.607197,3,220.358235
0.270214,3,220.997866
0.262511,3,221.531737
0.580327,3,222.076646
-0.016536,3,222.681098
0.473254,3,223.198522
0.15216,3,223.722471
0.602283,3,224.333635
0.725891,3,224.883457
0.239314,3,225.391641
-0.209977,3,225.99178
0.747563,3,226.54155
0.373159,3,227.079333
0.620181,3,227.691419
0.518289,3,228.206283
0.20004,3,228.723401
0.694803,3,229.355768
0.620304,3,229.884276
0.527048,3,230.395086
0.35908,3,231.548045
0.752918,3,232.059809
0.498005,3,232.654839
0.447097,3,233.206736
-0.027274,3,233.79071
0.751216,3,234.335054
0.353755,3,234.858842
0.690329,3,235.447369
0.503203,3,236.001016
-0.251108,3,236.515327
0.313963,3,237.123584
0.729399,3,237.676737
0.224092,3,238.185889
0.544321,3,238.830428
0.324586,3,239.403574
0.204597,3,239.954172
0.323185,3,240.565767
0.371574,3,241.10868
-0.049381,3,241.6587
0.091045,3,242.179533
0.482928,3,242.774126
0.522983,3,243.319079
0.669172,3,243.825276
0.288965,3,244.424389
0.527962,3,244.979618
0.329534,3,245.547061
0.482186,3,246.115184
0.522062,3,246.642159
0.721076,3,247.192309
0.629788,3,247.778097
0.6546,3,248.330821
0.431315,3,248.867991
0.497217,3,249.467168
0.484628,3,250.008163
0.248147,3,250.523669
-0.110264,3,251.122544
0.829013,3,251.660765
-0.041372,3,252.182043
0.230552,3,252.800939
0.284541,3,253.333142
0.319967,3,253.874393
0.652151,3,254.447656
0.537216,3,255.029522
0.253389,3,256.041066
0.379425,3,256.58309
0.794984,3,257.194538
0.092273,3,257.761086
0.416394,3,258.26797
0.507875,3,258.924104
0.845918,3,259.442437
0.097249,3,259.977672
0.547896,3,260.595952
0.296513,3,261.119055
0.614467,3,261.672222
0.523327,3,262.298516
0.270275,3,262.828281
0.338991,3,263.370536
0.599981,3,263.981653
0.28307,3,264.495609
0.223175,3,265.036154
0.649875,3,265.623134
0.324003,3,266.122553
0.543838,3,266.665064
0.541931,3,267.237592
0.355416,3,267.85373
-0.029462,3,268.376529
0.711379,3,268.908249
0.564777,3,269.517318
0.486329,3,270.136602
0.760959,3,270.715919
0.863148,3,271.328074
0.202804,3,271.844917
0.422239,3,272.439563
0.804743,3,273.082974
0.154044,3,273.609898
0.897917,3,274.212973
0.717057,3,274.833419
0.631294,3,275.35559
0.871029,3,275.893519
0.175152,3,276.445181
0.77579,3,277.056871
0.884757,3,277.639188
0.661141,3,278.21229
0.391417,3,278.854722
-0.088127,3,279.393873
0.791002,3,279.935467
0.282731,3,281.048123
0.520719,3,281.602864
0.030607,3,282.182396
0.634102,3,282.773268
0.151112,3,283.291183
0.51783,3,283.812584
0.187755,3,284.411923
0.645942,3,284.959409
0.031051,3,285.477003
0.833902,3,286.008318
-0.064719,3,286.624664
0.588302,3,287.153785
0.613384,3,287.718939
0.450966,3,288.357337
0.401971,3,288.91359
0.498423,3,289.527388
0.497873,3,290.223413
0.262821,3,290.762866
0.356349,3,291.296986
0.823233,3,291.892105
0.584418,3,292.487973
0.441816,3,293.016242
0.645277,3,293.649764
0.652478,3,294.21423
0.463509,3,294.792041
0.206899,3,295.399808
0.616468,3,295.941936
0.042394,3,296.5029
0.72302,3,297.056916
0.764403,3,297.64793
0.148078,3,298.177489
0.476739,3,298.714874
0.650105,3,299.318491
0.270242,3,299.843851
0.015766,3,300.392394
0.447664,3,301.017463
0.55991,3,301.555335
0.508179,3,302.067916
0.401128,3,302.659101
0.320586,3,303.198823
0.782659,3,303.730859
0.025286,3,304.347066
0.549321,3,305.402386
0.160083,3,306.027663
0.431188,3,306.717788
0.704814,3,307.331869
0.166242,3,307.884221
0.317235,3,308.471801
0.390046,3,309.094377
-0.107906,3,309.687748
0.445747,3,310.256549
0.528242,3,310.864912
0.694089,3,311.441013
0.858633,3,312.00555
0.450646,3,312.612741
0.269665,3,313.130642
0.75217,3,313.746002
0.606133,3,314.31084
0.190529,3,314.909856
0.485584,3,315.461329
0.252987,3,315.984975
0.676954,3,316.646255
0.597975,3,317.182198
0.343171,3,317.7242
-0.008692,3,318.32394
0.236943,3,318.883868
0.956532,3,319.416152
-0.238019,3,320.005243
-0.102182,3,320.581108
0.563542,3,321.112415
0.217992,3,321.786801
0.272394,3,322.361582
0.123487,3,322.919166
0.61442,3,323.519078
0.265587,3,324.077535
0.360038,3,324.584799
0.411473,3,325.177596
0.438346,3,325.773256
0.536824,3,326.330647
0.338075,3,326.917925
0.868369,3,327.534877
0.484688,3,328.091226
0.636346,3,328.590627
0.636323,3,329.216242
0.752457,3,329.777675
0.121903,3,330.920835
0.152389,3,331.497099
-0.046062,3,332.068259
0.60469,3,332.656592
0.509388,3,333.279226
0.609455,3,333.829843
0.869356,3,334.37554
0.570909,3,334.906829
0.649281,3,335.538194
0.821462,3,336.063404
0.276317,3,336.595049
0.144842,3,337.231076
0.195,3,337.791786
0.685962,3,338.408226
0.189695,3,339.020168
0.338088,3,339.558679
0.504702,3,340.104235
0.250661,3,340.749184
0.437246,3,341.319317
0.497659,3,341.867729
0.042511,3,342.470566
0.571616,3,343.019272
0.008199,3,343.587072
0.385313,3,344.12392
0.072687,3,344.720695
0.334079,3,345.259627
0.470186,3,345.78411
0.443028,3,346.399687
0.124795,3,346.950445
0.436564,3,347.514536
0.334022,3,348.129574
0.828832,3,348.666601
0.319066,3,349.177775
0.355447,3,349.747553
0.771021,3,350.256527
0.439584,3,350.790708
-0.036088,3,351.382187
0.215997,3,351.928244
0.572056,3,352.476604
0.614731,3,353.123211
0.344064,3,353.64592
0.499327,3,354.175018
0.488651,3,354.750441
0.104902,3,355.898441
0.444947,3,356.453686
0.375937,3,357.020763
0.456442,3,357.679039
0.024137,3,358.257504
0.450013,3,358.831679
-0.160117,3,359.467391
0.587421,3,359.984589
0.333347,3,360.587733
0.107438,3,361.230426
0.217113,3,361.786252
0.654663,3,362.315238
0.565451,3,362.943485
0.64976,3,363.503724
0.705883,3,364.046917
0.279903,3,364.610271
0.082922,3,365.244479
0.476126,3,365.794436
0.70197,3,366.3784
0.750346,3,366.995186
0.375346,3,367.539605
0.468358,3,368.082932
0.613075,3,368.690656
0.62392,3,369.247336
0.289109,3,369.785434
0.63333,3,370.389999
-0.193245,3,370.93817
0.474576,3,371.465147
0.513851,3,372.090588
0.59429,3,372.614611
0.294519,3,373.187346
0.421985,3,373.841782
0.167404,3,374.375406
0.677108,3,374.905406
0.517089,3,375.468331
0.674824,3,376.06312
0.475025,3,376.584328
0.508866,3,377.105369
0.527125,3,377.723588
0.250685,3,378.273921
0.777414,3,378.827089
0.097066,3,379.394835
0.493167,3,380.541736
0.666625,3,381.071464
0.45449,3,381.70217
0.737757,3,382.234957
0.726008,3,382.780527
0.622538,3,383.498186
0.460339,3,384.015795
0.502765,3,384.567462
0.281234,3,385.091331
0.368029,3,385.691433
0.550068,3,386.212197
0.395037,3,386.736763
0.577161,3,387.347812
0.102701,3,387.868989
0.113368,3,388.399336
0.588204,3,389.004034
0.236313,3,389.555505
-0.017291,3,390.091963
0.394914,3,390.730438
0.287326,3,391.290603
0.231251,3,391.864597
0.909192,3,392.537555
0.772657,3,393.062502
-0.12616,3,393.599255
-0.163543,3,394.235682
0.361377,3,394.765944
0.527844,3,395.287033
0.17477,3,395.804876
0.808063,3,396.422228
0.037972,3,396.984898
0.057594,3,397.550136
0.62313,3,398.19782
0.36115,3,398.740749
0.518789,3,399.330011
0.205237,3,399.929688
0.270478,3,400.500618
0.548079,3,401.003926
0.727388,3,401.624797
0.504642,3,402.161464
0.655634,3,402.715328
0.911034,3,403.267915
0.616118,3,403.861955
0.708932,3,404.383211
0.297273,3,405.45291
0.302297,3,406.075917
0.657438,3,406.660453
0.489687,3,407.216577
0.814078,3,407.844876
0.653673,3,408.390294
-0.208816,3,408.973811
0.471991,3,409.763671
0.394528,3,410.389715
0.379581,3,410.931746
0.196439,3,411.611012
0.565134,3,412.245068
0.492059,3,412.79452
0.119032,3,413.390122
0.645167,3,413.918203
0.884183,3,414.428485
-0.229242,3,415.042839
0.231701,3,415.612867
0.706686,3,416.125956
0.176862,3,416.647442
0.47651,3,417.26555
0.482802,3,417.810261
0.482306,3,418.387778
0.696357,3,419.005433
0.432792,3,419.522504
0.039754,3,420.050035
0.661207,3,420.652564
0.716234,3,421.196291
0.577723,3,421.752185
0.508064,3,422.402067
0.616995,3,422.937375
0.495869,3,423.457017
0.433426,3,424.05168
0.130616,3,424.560293
0.272818,3,425.061185
0.693406,3,425.60648
0.514971,3,426.201286
0.435863,3,426.788503
0.582721,3,427.329019
-0.029849,3,427.926609
0.572995,3,428.448629
0.125507,3,428.965905
0.143955,3,429.592422
-0.171338,3,430.696054
0.5656,3,431.240141
-0.016284,3,431.836555
-0.029599,3,432.402455
0.715285,3,432.935747
0.667416,3,433.515797
0.609473,3,434.145785
0.437607,3,434.653535
0.5185,3,435.180498
0.227473,3,435.781621
0.062787,3,436.324885
0.515621,3,436.848079
0.477181,3,437.465824
0.74809,3,438.053704
0.407929,3,438.58894
0.904969,3,439.201665
0.234711,3,439.738302
0.80602,3,440.30677
0.222578,3,440.938651
0.454488,3,441.464645
0.432816,3,442.016595
-0.101636,3,442.657961
0.197076,3,443.203176
0.58139,3,443.77119
0.279145,3,444.326376
0.693258,3,444.931939
-0.158598,3,445.490963
-0.0225,3,446.017577
0.369797,3,446.665623
0.936294,3,447.172169
0.662939,3,447.757495
-0.180445,3,448.342317
0.4443,3,448.879561
0.099047,3,449.401714
0.399479,3,449.9984
0.372539,3,450.565082
0.600615,3,451.098989
0.517642,3,451.733521
0.434979,3,452.302506
0.306152,3,452.879767
0.732264,3,453.524487
0.548394,3,454.137625
0.418724,3,455.209167
0.241505,3,455.796069
0.517395,3,456.343377
0.815098,3,456.891329
0.537889,3,457.466274
0.591733,3,458.115695
0.198778,3,458.617916
0.539685,3,459.17597
0.218924,3,459.776451
0.302593,3,460.339246
0.458887,3,460.914716
0.100459,3,461.515793
0.433361,3,462.052901
0.211596,3,462.616872
0.516689,3,463.215976
0.461267,3,463.750316
0.683112,3,464.280333
0.683311,3,464.830591
0.727829,3,465.474598
0.228303,3,466.044087
0.251062,3,466.59262
-0.136098,3,467.196445
0.604299,3,467.778343
0.331224,3,468.325864
0.368929,3,468.914439
0.346529,3,469.443608
0.686164,3,469.990967
0.52054,3,470.599133
0.477116,3,471.143329
0.766205,3,471.673674
-0.081554,3,472.282231
0.106291,3,472.851036
0.243095,3,473.43134
0.529277,3,473.978428
0.264306,3,474.622728
0.948878,3,475.185136
0.619523,3,475.705104
0.74737,3,476.30137
0.076655,3,476.835004
-0.376141,3,477.394412
0.599073,3,478.001067
0.482432,3,478.564343
-0.091551,3,479.102439
0.083969,3,480.261486
0.49611,3,480.790211
0.814604,3,481.400967
0.542249,3,482.025932
0.531694,3,482.553384
0.776889,3,483.11254
0.271602,3,483.652348
-0.29072,3,484.265192
0.65854,3,484.782998
0.796989,3,485.327771
0.265454,3,485.974483
0.69114,3,486.513828
0.361108,3,487.091011
0.294225,3,487.696609
0.328394,3,488.205352
0.094108,3,488.748044
0.55585,3,489.351882
0.553335,3,489.882449
0.522245,3,490.418575
0.38652,3,490.935247
0.718286,3,491.546537
0.357484,3,492.062794
0.681345,3,492.61113
0.943482,3,493.283217
0.306856,3,493.817964
-0.08688,3,494.344893
0.332143,3,494.932854
0.656066,3,495.505995
-0.045606,3,496.063114
-0.238108,3,496.690415
0.131084,3,497.251425
0.417739,3,497.81623
0.514634,3,498.454445
0.239087,3,498.994256
-0.063911,3,499.563282
-0.096669,3,500.160724
0.665288,3,500.667668
0.590506,3,501.22298
0.854631,3,501.835875
0.633091,3,502.373433
0.754812,3,502.887717
0.663334,3,503.431724
0.735302,3,504.047955
0.679466,3,505.146215
0.50338,3,505.707526
0.64126,3,506.303979
0.018602,3,506.829662
0.773009,3,507.361982
0.637035,3,507.992263
0.088329,3,508.508273
0.038632,3,509.034638
0.926006,3,509.661201
0.379941,3,510.209474
0.191388,3,510.73913
0.588932,3,511.349947
0.773231,3,511.89525
0.069564,3,512.442009
-0.077208,3,513.096098
0.883083,3,513.625298
-0.005614,3,514.158187
0.168391,3,514.786537
0.362317,3,515.353978
0.105895,3,515.884256
0.231789,3,516.490047
0.091001,3,517.052777
0.114127,3,517.589899
0.133648,3,518.094822
0.519791,3,518.700564
0.903402,3,519.231298
0.551206,3,519.786954
0.604114,3,520.430004
0.54505,3,520.962844
0.145289,3,521.519126
0.265701,3,522.121787
0.378691,3,522.680484
0.423413,3,523.208921
0.494333,3,523.857149
0.811063,3,524.416603
0.774735,3,524.982267
0.539997,3,525.601649
0.877863,3,526.129737
-0.071167,3,526.637648
-0.219086,3,527.217175
0.614873,3,527.73748
0.541689,3,528.307733
0.515478,3,529.482245
0.477333,3,530.069512
0.496927,3,530.616805
0.546632,3,531.131954
0.599686,3,531.768061
0.580896,3,532.333461
0.922791,3,532.881759
0.198024,3,533.519497
-0.149235,3,534.041806
0.155518,3,534.562608
0.509011,3,535.155403
-0.34469,3,535.670712
0.847974,3,536.214106
0.58232,3,536.830064
0.35787,3,537.361037
0.075328,3,537.887048
0.112654,3,538.409487
0.468106,3,539.005229
0.471711,3,539.545039
0.578385,3,540.107206
0.529971,3,540.797042
-0.081499,3,541.387939
0.20358,3,541.941104
0.510108,3,542.538538
0.588863,3,543.088867
0.399155,3,543.60386
0.513162,3,544.213417
0.482159,3,544.793818
-0.012987,3,545.325639
0.428347,3,545.885473
-0.252829,3,546.508059
0.680083,3,547.047248
0.093321,3,547.594371
0.701652,3,548.228032
0.090385,3,548.763589
0.52693,3,549.300799
0.445714,3,549.919276
0.719858,3,550.474486
0.673015,3,551.009782
0.153037,3,551.652832
0.394813,3,552.165455
0.718714,3,552.671505
0.81742,3,553.267352
0.731276,3,554.290077
0.473386,3,554.809049
0.84578,3,555.360242
0.559139,3,555.943354
-0.006345,3,556.497558
0.653862,3,557.028415
0.520606,3,557.636475
0.381983,3,558.15874
0.278511,3,558.670057
0.042364,3,559.267887
0.338601,3,559.810435
0.818518,3,560.350129
0.001322,3,560.944583
0.768663,3,561.495782
0.404552,3,562.012856
0.315298,3,562.648871
0.811603,3,563.230076
0.516325,3,563.771026
-0.19006,3,564.351617
0.416063,3,564.973562
0.254899,3,565.502632
0.183947,3,566.020783
0.397749,3,566.643859
0.850598,3,567.22088
0.658348,3,567.74496
-0.099946,3,568.358107
0.232352,3,568.894533
0.062197,3,569.436932
0.651656,3,570.043489
0.859358,3,570.579787
0.360226,3,571.1389
0.406915,3,571.7691
0.300352,3,572.281281
0.707468,3,572.808833
0.487174,3,573.348748
0.67434,3,573.9645
0.447797,3,574.495785
0.215001,3,575.051212
0.448107,3,575.671271
0.086589,3,576.212138
-0.385279,3,576.735415
0.532882,3,577.339967
-0.062043,3,577.863063
0.334895,3,578.906782
0.692232,3,579.519972
0.534104,3,580.064927
0.495956,3,580.588039
0.684227,3,581.229023
0.766861,3,581.76472
0.311109,3,582.288053
0.224373,3,582.898697
-0.248775,3,583.455873
0.083741,3,583.957728
0.470458,3,584.485215
0.721607,3,585.10966
0.239877,3,585.646136
0.459752,3,586.165468
0.711006,3,586.745286
0.530655,3,587.278895
0.452338,3,587.823687
0.328881,3,588.480736
0.534987,3,588.993606
0.09209,3,589.523394
0.375879,3,590.119713
0.352095,3,590.627161
0.566,3,591.155797
0.591941,3,591.758489
0.099633,3,592.260532
0.724389,3,592.838219
0.203264,3,593.426846
0.261142,3,593.976898
0.818996,3,594.519295
0.270895,3,595.070514
0.05274,3,595.700129
0.719343,3,596.232239
0.723201,3,596.742401
0.582964,3,597.33541
0.736066,3,597.88291
0.142078,3,598.43654
0.367809,3,599.025076
0.744615,3,599.56589
0.915105,3,600.117692
0.760837,3,600.726475
0.64711,3,601.211686
0.300278,3,601.732174
0.364787,3,602.846749
0.44038,3,603.404929
0.276614,3,603.934145
0.685829,3,604.538059
0.542129,3,605.088155
-0.142276,3,605.646042
0.77682,3,606.172028
0.380012,3,606.810342
-0.222863,3,607.373417
0.428812,3,607.891417
0.174403,3,608.533262
0.450055,3,609.058671
0.907808,3,609.597497
0.179245,3,610.193265
0.865349,3,610.695907
0.31554,3,611.214492
0.544517,3,611.82311
0.563851,3,612.375359
0.162882,3,612.936802
0.394632,3,613.527725
0.505625,3,614.086659
0.590619,3,614.622223
0.387024,3,615.239195
0.096073,3,615.772189
0.569992,3,616.304857
0.235918,3,616.827935
0.607953,3,617.504731
0.375801,3,618.035908
0.489139,3,618.583321
0.484119,3,619.192483
0.742673,3,619.717453
0.180991,3,620.28916
0.630007,3,620.919614
0.541163,3,621.452257
0.007193,3,621.987826
0.129792,3,622.590699
0.497203,3,623.124995
0.304148,3,623.661604
-0.155447,3,624.244029
0.425998,3,624.765606
0.809943,3,625.276456
0.716878,3,625.803993
0.744087,3,626.394008
0.599886,3,627.502471
0.843613,3,628.010876
0.705431,3,628.587234
0.253073,3,629.125536
0.69866,3,629.692597
0.692897,3,630.300298
0.757969,3,630.84347
0.622603,3,631.381968
0.636056,3,631.976984
0.295908,3,632.544724
0.390653,3,633.088846
0.650964,3,633.701575
0.750455,3,634.237547
0.179677,3,634.836449
0.393884,3,635.35718
0.271491,3,635.979219
0.611632,3,636.533525
0.180052,3,637.097464
0.492164,3,637.666826
0.310262,3,638.180549
0.239148,3,638.708951
0.620439,3,639.290848
0.343394,3,639.804861
0.624968,3,640.360272
0.758233,3,640.9694
0.406695,3,641.531417
0.4284,3,642.057425
0.777625,3,642.687819
0.691504,3,643.22346
0.211622,3,643.73903
0.470193,3,644.275771
0.785261,3,644.951316
0.457101,3,645.482471
0.426556,3,645.995413
-0.088869,3,646.649803
0.67512,3,647.181976
0.057721,3,647.700686
0.411053,3,648.318222
0.961177,3,648.889837
0.447514,3,649.414645
0.915244,3,650.028321
0.095304,3,650.542884
0.596255,3,651.141734
0.442331,3,652.236582
0.249183,3,652.763389
0.085775,3,653.272852
0.779642,3,653.868445
0.524275,3,654.437976
0.631059,3,654.987149
0.689792,3,655.527726
0.192707,3,656.137154
0.508179,3,656.702023
0.376305,3,657.210991
0.734351,3,657.844265
0.800519,3,658.372784
0.386352,3,658.907819
0.259118,3,659.49703
0.669527,3,660.039607
0.599667,3,660.568328
-0.245782,3,661.166944
0.598672,3,661.687257
0.7219,3,662.265239
0.826533,3,662.832659
0.400564,3,663.44396
0.257951,3,663.958738
0.931609,3,664.483124
0.382765,3,665.104669
0.636649,3,665.678344
0.531629,3,666.264478
0.563337,3,666.882827
0.140973,3,667.438551
0.096893,3,667.995485
0.627483,3,668.591138
0.850844,3,669.130137
0.134356,3,669.686492
0.336037,3,670.278202
0.602105,3,670.811686
0.613425,3,671.340688
0.444832,3,671.884939
0.474445,3,672.532148
0.826247,3,673.072748
0.733482,3,673.639418
0.508199,3,674.310751
0.221557,3,674.848387
0.467659,3,675.386913
